school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,22,R,GT3,T,4,3,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,5,3,2,3,10,14.177220225810862,17.172062146696515,17.768416856880197
MS,F,18,R,GT3,T,4,3,other,other,home,other,3,2,0,no,no,yes,no,no,no,no,no,2,4,1,2,4,1,5,12.032036589705035,13.74336283549117,16.377361278441494
GP,F,19,R,LE3,A,2,3,at_home,at_home,other,other,1,4,2,yes,no,no,yes,yes,yes,yes,yes,2,1,5,1,2,4,3,13.267834719942378,12.378933041404098,17.15988492194435
GP,M,19,U,GT3,A,2,4,health,health,home,mother,1,4,2,yes,no,yes,yes,no,no,no,yes,2,2,1,4,4,3,6,11.195832694718842,11.600107299018214,15.150129760104765
MS,M,21,U,LE3,T,0,3,at_home,health,other,mother,4,2,2,no,yes,no,no,yes,no,yes,yes,1,3,4,4,3,3,18,15.657773967289941,11.068059354455155,15.598635409213998
GP,M,22,R,GT3,A,4,0,at_home,teacher,reputation,other,2,2,2,no,no,no,no,yes,yes,yes,no,3,5,1,2,3,4,6,7.353061014992374,14.583498707946543,14.004128276661241
MS,M,19,R,LE3,T,2,3,services,teacher,course,other,1,1,3,no,no,yes,no,yes,yes,no,yes,2,1,3,1,4,1,13,10.53638647555149,7.668689833270374,10.383794386031777
MS,M,17,R,GT3,A,1,2,other,at_home,other,mother,3,4,2,no,no,no,yes,yes,yes,no,no,2,3,5,2,5,2,16,13.338467213886801,13.431994369269574,16.474631855247896
MS,F,18,U,GT3,A,3,2,services,services,home,mother,1,4,1,yes,no,no,yes,no,no,yes,yes,1,2,5,3,3,2,22,15.512792335786244,15.093948185800475,18.20694165282896
MS,M,20,R,LE3,T,1,2,services,services,course,other,3,2,3,no,no,no,yes,yes,no,yes,yes,1,2,5,2,5,3,16,11.958649764039809,14.22975631686915,16.009584562838548
MS,F,17,R,GT3,T,3,4,at_home,services,home,other,4,1,3,no,no,no,no,no,yes,no,yes,5,1,2,3,4,4,12,9.65298758680074,11.785828092854514,10.236691579138096
GP,F,15,U,LE3,T,2,2,services,health,reputation,other,2,2,2,no,yes,yes,yes,no,yes,yes,no,4,1,2,4,4,5,26,11.367381740431707,11.992013436052034,12.007776655525005
GP,F,19,R,LE3,T,0,4,other,health,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,2,1,3,3,3,1,0,10.899115216415495,15.857079811716229,15.7636194166482
MS,M,17,U,LE3,A,1,4,services,other,home,other,2,3,2,yes,yes,no,no,yes,no,no,no,4,4,4,1,5,2,1,11.037074491802427,13.745760568314935,14.695462749856224
MS,M,17,U,LE3,A,1,3,other,health,other,father,1,4,0,yes,yes,no,yes,yes,no,yes,no,1,5,2,1,4,1,17,10.69446368190365,17.265543012098142,15.459901331222012
GP,M,15,U,LE3,A,1,0,services,health,reputation,mother,3,1,2,yes,no,yes,yes,yes,no,yes,yes,1,3,1,1,3,1,3,10.695770810423024,6.771909894633108,11.723404027585223
GP,F,16,R,GT3,T,3,3,other,health,reputation,other,2,3,2,no,no,yes,no,no,yes,yes,yes,5,2,3,1,4,1,12,6.852182782343302,14.72014705155265,13.093079129717914
MS,F,18,R,GT3,T,2,3,services,at_home,reputation,mother,1,4,0,no,no,no,no,no,no,yes,no,3,2,4,5,2,4,0,12.900461224580928,9.566193799557013,15.896475583539111
GP,F,20,U,LE3,A,1,4,services,health,other,father,4,2,0,yes,yes,yes,no,no,no,yes,no,1,5,1,3,2,4,3,14.024200665926323,11.781267096527523,16.177171402845957
MS,F,21,R,GT3,T,1,4,health,teacher,other,mother,3,1,0,yes,no,yes,no,no,yes,no,no,2,1,5,1,3,4,1,16.49518487225655,16.12801945909156,18.611464527821052
GP,F,16,R,LE3,A,0,2,other,teacher,course,other,2,4,0,no,no,yes,no,yes,no,yes,no,5,1,2,2,4,3,3,14.58120287026666,8.992943670208492,15.745139640937081
MS,F,19,R,GT3,A,0,2,other,other,other,father,1,2,1,yes,no,yes,no,no,yes,no,yes,3,2,1,2,3,4,15,14.428080216031503,18.346839549993764,19.575049563206665
GP,M,17,R,GT3,A,2,3,other,at_home,course,father,2,3,0,no,yes,no,no,yes,no,no,no,5,5,4,5,1,3,3,12.888036159414431,15.31698218334951,15.538286612747267
MS,M,22,U,GT3,A,2,1,teacher,teacher,reputation,other,1,1,2,no,yes,yes,no,yes,yes,yes,no,1,2,3,3,3,2,24,6.71234344187508,13.737638827308077,11.799439187146787
GP,M,15,R,GT3,A,4,1,services,at_home,course,other,3,4,2,no,no,no,no,no,yes,no,yes,3,1,1,3,3,2,8,12.840423365186652,9.20388940323794,16.21583346059441
GP,M,15,U,LE3,T,0,2,other,at_home,home,other,4,3,1,no,yes,no,yes,no,no,yes,no,4,3,3,3,2,2,16,12.337130044883684,11.460820905642592,15.265818539563584
MS,F,22,U,LE3,T,4,1,teacher,other,reputation,mother,3,2,0,no,no,yes,no,no,yes,no,yes,3,1,5,5,2,2,20,15.089620021537748,10.924865705303194,12.71730958684433
GP,F,18,R,GT3,T,3,2,health,at_home,reputation,mother,2,2,2,no,yes,no,no,no,no,no,no,2,3,4,3,4,2,22,13.702435902411832,8.303062421931903,11.016217891279325
MS,M,16,U,GT3,A,4,4,other,health,course,mother,2,4,1,yes,no,no,yes,no,yes,no,yes,4,4,4,3,3,4,19,11.61038207064783,15.281296942285465,16.87913850652107
GP,F,21,R,LE3,A,1,3,other,at_home,reputation,other,1,2,2,yes,yes,yes,no,no,yes,yes,no,4,5,2,1,3,5,27,17.87445668073814,10.786904022959025,15.482024668283309
MS,M,18,R,GT3,A,4,0,teacher,other,other,other,3,1,1,yes,no,yes,yes,yes,yes,no,no,2,4,4,3,4,4,20,14.545369369410192,11.473356244107002,13.303352517555028
GP,M,22,U,LE3,A,2,3,services,other,home,mother,1,4,1,no,no,yes,yes,yes,no,no,no,4,1,1,1,5,5,1,13.019593899854115,11.624888147038803,16.72126067728712
MS,M,17,U,LE3,T,3,2,health,other,course,father,3,3,3,yes,yes,no,no,yes,yes,no,no,1,5,1,1,4,4,2,13.365941363491011,11.357471689888294,14.839855701689176
GP,F,22,U,LE3,T,1,2,other,teacher,course,mother,2,4,3,no,yes,no,yes,no,yes,yes,no,3,1,1,3,2,2,22,12.183546621432738,13.591376369817116,14.757203388188177
MS,M,18,U,GT3,A,4,3,services,health,reputation,father,1,4,0,no,yes,no,no,yes,no,yes,yes,3,5,5,2,2,1,25,12.049513365933386,10.131981068049367,11.28453153381736
GP,M,20,R,LE3,A,3,2,health,teacher,other,other,1,3,3,no,yes,no,no,yes,yes,no,no,2,5,4,4,3,5,28,5.489342999093683,15.054955783676897,12.294623302294445
MS,M,15,R,GT3,A,3,1,at_home,services,reputation,other,3,2,1,no,yes,yes,yes,yes,yes,no,yes,1,1,4,2,2,1,14,9.254748748167401,10.212159866651293,9.889123062328679
MS,F,15,R,LE3,T,1,1,at_home,health,reputation,mother,4,3,2,yes,no,no,yes,yes,yes,no,yes,4,1,1,3,4,2,6,10.377218314215394,11.914420625670767,13.797322189916402
MS,F,19,U,GT3,T,4,2,health,at_home,course,mother,3,1,2,yes,no,yes,yes,yes,yes,no,yes,3,5,2,3,3,5,3,13.35190301978042,8.080219180631072,13.071619760870147
GP,M,19,U,GT3,T,3,2,teacher,other,reputation,other,4,2,0,yes,yes,yes,no,yes,no,yes,yes,3,5,2,2,4,1,11,7.044949534527012,15.214991938634249,13.312021414133962
MS,F,22,U,GT3,A,3,1,health,services,home,mother,3,4,3,no,no,yes,no,no,yes,yes,no,3,1,4,3,4,4,0,10.436497898975556,15.977462150918356,18.82931409451945
GP,F,21,R,LE3,A,0,2,health,health,reputation,other,2,2,0,yes,no,yes,yes,no,yes,yes,no,3,1,4,1,3,2,16,10.05204598465075,14.147614508530769,13.986328855880094
MS,F,17,U,LE3,T,3,2,teacher,teacher,reputation,other,1,2,1,yes,yes,no,no,no,no,no,no,5,2,3,5,5,4,3,12.350264453515454,12.511242806434758,14.730438730214342
GP,F,20,R,GT3,A,0,3,teacher,other,course,father,3,1,3,yes,no,yes,no,yes,yes,yes,no,2,2,4,3,2,4,3,13.359369326131455,11.891569208338387,15.062307045726
MS,F,16,U,GT3,T,4,0,services,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,no,yes,4,2,1,3,1,2,21,10.062562641725998,7.313295430049208,11.647829249198445
GP,F,18,R,GT3,A,4,1,services,health,other,other,3,2,2,yes,yes,yes,yes,no,no,no,yes,4,4,5,2,1,5,22,10.278193761951652,7.935775022123171,11.455498472390866
GP,F,21,R,LE3,T,4,3,teacher,health,course,mother,1,2,2,no,yes,yes,yes,yes,no,no,yes,2,5,4,1,1,3,24,9.959112494822117,14.251488097577205,12.507442344338694
MS,F,17,U,LE3,A,2,0,at_home,services,reputation,father,3,4,0,yes,no,yes,yes,no,no,yes,no,1,3,4,2,2,3,8,10.82961542707965,11.457674721787727,14.269484270635562
GP,F,19,U,LE3,T,4,2,at_home,at_home,home,father,4,2,0,no,yes,no,yes,yes,no,no,no,2,4,1,2,5,2,25,11.846563104535097,7.922325668215157,8.645501522925185
GP,F,22,R,LE3,T,3,2,health,teacher,home,mother,1,3,0,yes,no,yes,yes,no,yes,yes,no,3,5,3,3,4,3,27,15.945376005675298,7.7839786586852115,14.292910758338135
MS,M,18,R,GT3,T,1,3,other,services,course,mother,4,2,1,yes,yes,yes,yes,yes,no,no,no,3,3,4,1,3,1,27,8.962518089389159,13.904738763640967,10.422725138750621
GP,M,19,U,GT3,T,0,2,health,other,course,other,2,1,1,yes,yes,yes,yes,yes,yes,yes,yes,2,2,2,3,5,5,20,17.25252321495008,14.62192342809514,18.590958639171543
GP,F,22,U,LE3,T,2,4,health,at_home,reputation,father,2,2,2,no,yes,yes,yes,no,no,no,no,2,3,2,3,1,4,9,8.298546594677916,7.398241933391296,11.075859065284119
GP,M,18,R,LE3,T,4,3,other,services,other,father,3,2,1,yes,yes,no,yes,yes,yes,yes,no,4,1,2,3,2,4,26,14.86392636631924,12.456187977460194,16.212859321570228
MS,M,16,U,GT3,A,4,0,teacher,teacher,reputation,father,4,4,1,yes,no,no,no,no,no,no,yes,4,1,5,3,2,2,18,10.572612165874183,13.163663151239659,14.52697671491675
GP,F,17,R,LE3,A,1,3,at_home,health,home,mother,4,3,3,no,yes,yes,no,yes,no,yes,yes,5,5,5,5,3,4,18,9.267125473670166,10.249018628083746,12.048229940867904
MS,F,18,R,LE3,A,1,1,health,other,other,other,1,2,1,no,yes,yes,yes,no,yes,no,no,5,4,4,4,4,1,14,15.950639515405445,15.719199923935866,16.850827339494547
GP,F,20,U,LE3,T,2,3,other,teacher,other,mother,4,3,3,no,no,no,no,no,no,no,no,3,2,4,1,5,1,21,12.245258239393467,10.965743946963931,12.430036679929461
GP,M,21,U,LE3,T,0,2,services,at_home,other,mother,4,1,1,no,no,no,no,yes,no,no,yes,5,5,4,5,5,2,16,12.130460785811406,6.849427431433892,9.821198118118913
GP,M,15,U,LE3,A,4,2,health,at_home,reputation,mother,1,4,2,yes,no,no,no,no,no,yes,no,5,2,5,4,5,4,6,11.168772335832147,11.416075906257023,13.869206426094788
MS,F,20,U,LE3,T,2,4,at_home,health,home,other,1,3,0,yes,no,yes,no,no,yes,no,yes,1,1,4,4,4,3,2,10.255612322218724,16.1039082060756,14.32475334724746
GP,F,20,U,GT3,T,3,4,teacher,health,course,mother,4,4,2,no,yes,no,no,no,no,no,yes,2,4,1,4,4,3,4,11.469462407124952,10.963635757146207,15.575378350411405
GP,F,21,R,LE3,T,3,4,health,other,reputation,father,3,2,1,yes,no,yes,no,yes,no,no,no,4,4,3,5,4,5,15,2.319301125658246,8.859364491670503,7.508410781004503
MS,M,15,R,LE3,T,2,0,health,other,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,1,2,1,3,2,22,6.438926304690958,13.884624035389017,11.621814350935413
GP,M,20,U,GT3,T,4,4,other,health,other,father,1,4,0,yes,no,no,yes,no,yes,no,no,4,3,2,2,2,5,6,13.176954657013601,12.7752051466039,16.596541004386825
MS,M,18,U,GT3,A,2,0,services,health,other,other,4,2,0,no,yes,yes,no,no,no,no,no,5,4,1,4,1,3,15,15.54833211141625,11.991206344481133,15.268619663144026
MS,M,18,U,GT3,A,4,4,services,at_home,reputation,mother,4,3,3,yes,no,no,no,yes,yes,yes,no,5,3,4,2,4,3,8,16.090669632827186,13.431373109363731,18.890550277444927
GP,F,18,R,LE3,A,1,0,teacher,health,home,other,1,1,2,no,yes,yes,yes,yes,yes,no,no,3,2,5,2,2,3,0,9.129004543979205,9.924931022752748,13.582306022841054
MS,F,15,U,GT3,A,2,3,at_home,services,other,mother,4,1,3,no,yes,no,no,no,yes,yes,yes,1,4,4,3,4,5,2,12.578464651085799,10.199941255038116,14.47302370048634
GP,F,20,U,LE3,A,4,3,teacher,teacher,course,father,1,3,0,yes,no,yes,no,yes,no,no,no,2,1,4,2,1,2,24,5.419574683845017,14.182560581576912,9.600986890123963
MS,F,22,R,LE3,T,2,2,health,health,course,mother,3,3,2,yes,yes,no,no,yes,no,yes,no,2,3,2,3,4,1,7,10.945831596255625,9.100835222006161,13.93634155207306
MS,M,15,R,LE3,T,2,0,health,other,reputation,mother,3,1,2,yes,yes,no,no,no,yes,yes,yes,3,2,2,1,2,1,17,14.471076716528305,16.844717777915463,16.070811380899766
GP,M,18,U,GT3,T,4,1,services,services,course,mother,1,4,1,no,yes,yes,no,yes,no,yes,no,3,2,5,1,3,3,23,11.947507963034683,15.688107550746516,15.532568631852456
MS,F,21,U,GT3,T,4,2,at_home,other,home,other,1,1,3,yes,yes,yes,yes,yes,yes,no,no,2,4,2,3,1,2,23,11.004756623700185,8.567651434129385,9.286410674427211
MS,F,20,U,GT3,A,0,3,other,services,other,mother,2,3,3,no,no,yes,yes,yes,no,no,no,2,4,4,1,2,2,17,11.960133156382062,16.427428936309003,14.975147116292721
MS,M,20,R,GT3,A,2,0,at_home,health,course,mother,2,4,1,yes,yes,yes,no,no,yes,yes,no,1,5,1,4,5,4,23,15.848542659138063,12.456581339403254,17.42630741641938
MS,F,19,U,GT3,A,3,4,health,teacher,course,mother,4,2,3,yes,yes,no,yes,yes,no,no,yes,5,5,5,1,5,4,18,11.265895029814281,16.15436252210487,13.871899405481804
MS,M,19,U,LE3,T,2,1,other,other,other,other,4,1,0,no,no,no,no,no,yes,no,yes,1,4,1,3,5,5,6,12.217932639129916,12.400280743960362,14.911157848857991
GP,F,16,U,LE3,A,2,3,at_home,services,reputation,other,1,3,0,no,no,no,no,yes,no,yes,no,2,5,4,4,3,4,28,16.558183790824025,11.468445373714841,15.763023388676856
MS,F,22,R,LE3,T,4,2,at_home,at_home,course,other,1,2,3,yes,no,no,no,yes,no,yes,yes,5,1,5,2,4,5,24,11.315034325936658,11.155610474851962,12.336777083558273
GP,F,22,R,LE3,A,2,0,other,health,reputation,mother,2,1,1,no,yes,no,no,no,yes,yes,yes,2,1,1,2,4,1,19,7.090430470800703,4.6512238863257025,7.957959630017586
MS,F,17,U,GT3,A,2,1,health,teacher,reputation,father,2,1,2,no,yes,no,no,no,no,yes,yes,1,5,5,2,4,3,26,16.105224055676025,14.781308897494807,16.741600723196076
GP,F,22,U,GT3,T,3,0,at_home,health,course,father,1,4,3,yes,no,yes,no,no,no,no,yes,1,4,4,3,3,2,5,15.046784429253314,9.87869824237136,15.208212363421595
GP,F,19,R,LE3,T,4,4,other,at_home,home,father,3,3,2,no,yes,no,no,no,no,no,no,1,1,5,2,5,1,24,5.350003451959472,14.879471858227108,10.508591260269961
MS,F,15,R,GT3,A,2,2,health,teacher,reputation,mother,3,2,1,yes,no,no,no,yes,no,no,yes,5,2,4,1,4,1,26,11.609444434553492,17.02187432899817,15.009949909822316
MS,M,22,R,GT3,A,1,0,other,at_home,course,father,4,1,2,yes,yes,yes,no,no,no,no,no,4,4,5,2,3,5,10,11.933511946107437,10.267328926430965,13.280447524616747
MS,M,19,R,LE3,T,0,3,other,health,reputation,father,1,4,1,no,no,no,yes,no,no,no,no,4,3,5,5,3,3,4,16.105952360699742,10.090147137167662,18.099627887933146
GP,M,16,R,LE3,A,3,2,at_home,services,other,father,1,2,1,yes,yes,no,no,no,no,no,yes,2,3,2,5,2,5,11,11.956854955471186,15.02338071341894,16.556327533594263
MS,M,20,R,GT3,A,2,3,health,health,home,mother,4,2,0,no,no,no,yes,yes,no,yes,no,5,4,4,2,4,1,0,12.497754513288125,10.59736035635161,14.700440711949952
GP,M,22,R,GT3,T,1,0,at_home,health,home,father,2,1,0,yes,yes,yes,yes,yes,yes,no,yes,3,5,3,2,5,2,18,12.590958149968236,15.95173782044306,14.915624614176172
GP,F,16,R,LE3,A,2,2,teacher,health,other,father,2,2,1,no,no,yes,no,no,no,no,no,4,1,5,5,1,4,10,10.60172878729467,9.926410119759153,15.712966098573785
GP,F,20,R,LE3,T,2,3,teacher,other,other,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,1,1,2,3,5,14,15.891691060535365,16.314632328844155,16.78469866476484
MS,M,21,U,LE3,A,4,4,health,at_home,reputation,other,1,4,0,no,yes,yes,no,no,no,yes,yes,5,4,2,4,2,1,24,9.623196042108859,11.082789205107709,10.75855657453988
MS,F,21,U,GT3,T,4,4,other,at_home,other,father,2,4,1,no,yes,no,no,no,yes,yes,no,4,2,2,5,1,4,15,10.543655598059472,12.990744268005074,14.825756872615928
GP,M,20,U,LE3,A,4,0,at_home,at_home,home,other,3,2,2,no,no,no,no,yes,no,no,yes,5,5,5,3,3,4,2,11.982190720593584,14.946772563611766,17.969169973429977
GP,M,22,R,LE3,T,1,2,at_home,other,other,father,3,1,2,yes,yes,no,no,no,yes,yes,no,5,2,3,5,2,1,10,7.985841298395245,13.53450899739688,9.696288453211753
MS,F,17,U,GT3,A,2,1,health,services,course,mother,3,3,3,yes,yes,yes,yes,yes,yes,yes,no,4,4,2,1,4,3,10,17.29622764041954,15.21198008486307,17.350214328516106
GP,F,19,R,GT3,T,0,2,health,health,course,other,2,4,2,no,yes,no,yes,no,no,no,yes,1,4,4,4,2,1,9,11.997433201289887,7.63204336468901,11.915010300574524
MS,F,15,R,GT3,A,3,4,teacher,services,reputation,other,2,1,2,yes,no,no,no,no,yes,no,yes,2,2,5,3,3,2,1,14.473821875766083,10.778394114765907,16.84626770313967
GP,M,15,U,GT3,A,4,3,services,other,home,other,1,1,1,no,yes,no,yes,yes,no,no,yes,3,3,5,2,4,4,19,9.127539425266201,12.189712971207369,11.584066880311816
MS,F,18,R,GT3,A,4,1,health,at_home,course,other,1,1,2,no,no,no,yes,no,no,yes,no,2,4,3,1,5,2,4,14.135203103999437,9.703444509469257,13.056904842805292
GP,M,20,U,LE3,A,2,0,services,health,other,father,3,2,2,yes,yes,no,yes,no,yes,yes,yes,1,5,4,1,2,5,22,14.38978290816882,14.912353662831428,17.3731167258722
MS,M,15,U,LE3,A,2,1,health,teacher,course,father,3,3,2,yes,no,yes,no,no,no,no,yes,1,2,4,4,1,4,22,14.82260771481989,10.463253458453357,15.9048603569839
GP,M,22,U,GT3,A,1,0,other,teacher,course,other,2,2,2,no,no,no,yes,no,yes,yes,yes,5,3,3,3,4,3,24,17.71499952123074,9.709580631329123,14.173600235636128
MS,F,17,R,GT3,A,1,1,other,services,reputation,father,2,4,1,no,yes,yes,yes,yes,yes,yes,yes,2,2,1,1,4,1,28,10.325289199247544,14.821369735122591,14.127735026506485
MS,F,20,U,GT3,A,4,0,teacher,at_home,other,other,1,2,2,no,no,no,yes,no,no,yes,no,1,3,4,3,5,5,7,11.440056186775234,8.863636476360268,13.708603716747382
GP,M,17,R,GT3,A,2,0,teacher,teacher,other,other,1,1,3,no,no,yes,no,no,no,no,no,2,3,1,3,2,2,12,9.464252989028804,9.009844769575057,10.809314252203583
GP,F,22,U,GT3,T,0,1,services,services,other,mother,4,2,0,no,yes,no,yes,yes,no,no,no,1,5,1,1,1,5,14,11.711315314550427,13.524829293570292,14.359114970266077
MS,F,15,U,LE3,T,3,1,health,other,reputation,other,1,1,3,no,no,no,yes,no,no,no,no,3,4,5,3,5,3,1,13.992350561233359,16.031464288644376,18.040538426717692
GP,F,15,U,LE3,A,2,0,at_home,services,other,father,2,3,0,yes,no,yes,no,yes,no,no,no,1,3,5,4,2,1,11,13.83070801801399,12.485036733008972,15.796340427603054
MS,M,18,R,LE3,T,2,4,teacher,services,other,other,3,2,3,no,no,yes,yes,no,yes,no,no,2,4,2,1,1,5,23,16.922256774818273,7.152467610273487,14.051661576646648
GP,M,15,R,LE3,A,1,1,at_home,services,course,mother,4,2,0,no,no,no,no,no,yes,yes,yes,5,5,5,4,1,2,7,13.470591425538856,14.054804818203575,14.640357481042724
MS,F,20,R,GT3,A,3,2,at_home,health,course,father,1,2,0,yes,yes,yes,no,no,no,yes,no,2,4,4,4,3,5,20,12.00168556640763,10.222205148157716,11.778081704667533
MS,M,22,U,LE3,T,4,3,health,services,other,mother,1,1,0,no,no,yes,no,yes,no,yes,yes,4,1,4,3,1,1,28,8.724751712326992,15.362275901817288,10.954281234936808
MS,F,21,U,GT3,A,2,0,services,services,home,mother,2,1,0,no,no,no,no,yes,no,yes,yes,2,3,1,3,2,5,18,14.598961094471289,10.861039232725286,14.797487572332129
MS,F,22,R,GT3,A,4,0,health,health,home,other,4,2,1,yes,yes,no,no,no,yes,yes,yes,3,5,4,1,5,2,24,11.530510828284928,15.431836711167406,14.840373373167042
MS,F,20,R,GT3,T,2,3,teacher,health,other,mother,1,2,3,no,yes,no,no,yes,yes,yes,yes,3,2,5,2,5,1,27,14.667125315203096,10.746572335247222,11.852761945395958
MS,F,20,R,LE3,T,4,4,at_home,other,home,mother,3,3,0,yes,no,no,yes,no,yes,no,no,3,5,5,1,3,3,22,10.72568509764952,9.933803047239746,11.95398137371098
GP,M,18,R,GT3,A,3,3,health,at_home,reputation,father,2,3,3,no,yes,no,no,yes,no,no,no,1,3,5,4,2,3,0,15.60212325355106,6.247306142935465,15.370443810893494
GP,M,18,R,LE3,T,1,1,health,teacher,course,mother,4,4,2,yes,yes,yes,yes,no,no,yes,no,3,5,3,3,1,4,7,13.15895090387546,10.021225488340859,16.358089070049584
GP,M,15,R,LE3,T,3,3,health,teacher,reputation,other,1,3,0,yes,yes,no,yes,yes,yes,no,yes,2,2,4,4,3,5,9,14.976756377265907,12.531810457525337,16.494451855330997
MS,F,16,U,GT3,A,0,0,teacher,services,course,other,1,3,3,yes,yes,yes,no,no,no,yes,no,5,1,2,5,4,2,12,13.157438109625922,12.301333490579344,14.860965007240658
MS,F,22,R,GT3,T,1,3,services,other,home,other,4,3,1,no,yes,no,yes,yes,no,yes,no,3,3,4,5,2,5,4,9.223990885684419,13.834907356495016,14.43188099154919
MS,F,22,U,GT3,T,3,2,health,services,home,mother,2,1,3,no,yes,no,yes,yes,yes,no,no,2,3,4,4,3,1,21,10.90386769243003,15.732442210919226,14.858478914091759
MS,M,16,U,LE3,A,0,1,teacher,teacher,other,father,4,3,0,yes,yes,yes,yes,yes,yes,no,no,1,5,3,2,5,4,8,8.158752589750227,12.085999621105959,13.596405633587398
GP,F,18,R,GT3,T,2,3,at_home,health,home,other,4,3,2,yes,yes,no,no,yes,no,yes,no,1,4,4,2,3,2,9,12.553937570979766,12.20319118084838,13.566330576804138
GP,M,15,R,LE3,T,2,0,other,at_home,home,mother,2,2,3,no,yes,yes,yes,no,yes,no,no,5,4,1,1,4,5,13,7.612098141302926,15.338652759036295,15.002021581888728
MS,M,16,U,GT3,A,4,1,teacher,other,other,other,1,1,2,no,no,yes,yes,no,no,yes,yes,5,2,5,1,2,2,23,12.88162863555044,12.69304624372872,13.845885993370022
GP,M,15,R,GT3,A,1,0,other,health,other,other,3,4,1,no,no,yes,no,yes,yes,yes,yes,2,1,5,1,3,1,29,1.141388490094764,9.230526771576942,7.380252201055914
GP,M,15,R,LE3,A,2,4,health,at_home,course,father,2,4,3,no,no,no,yes,no,yes,yes,no,5,1,3,3,1,4,10,14.429799045350313,10.433605740158407,15.673096863916111
MS,M,15,U,LE3,T,1,2,health,other,home,other,3,3,3,no,no,no,yes,yes,no,yes,yes,5,5,5,2,2,2,13,8.688992187098428,5.610301654778226,9.130621336098029
GP,M,19,U,LE3,A,2,4,teacher,other,course,father,1,4,1,yes,no,no,yes,no,no,yes,yes,1,5,1,4,3,1,29,9.138251574012237,9.189787934081952,9.351372698158043
MS,F,20,U,LE3,A,4,2,other,teacher,course,mother,4,4,1,no,yes,no,no,yes,yes,no,no,2,4,3,5,3,3,2,16.115617759487108,6.929042922368398,17.439511880917525
GP,F,15,R,LE3,T,3,3,health,health,reputation,other,3,4,1,yes,yes,no,yes,no,no,yes,yes,5,1,2,2,2,2,28,12.959350621679015,13.053003462674548,13.905186445366835
MS,M,19,U,LE3,A,4,1,at_home,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,2,1,5,2,5,4,20,14.539005653987651,15.634590636909616,15.931586335748941
MS,M,18,R,GT3,A,0,3,services,other,home,mother,1,4,0,yes,no,yes,no,yes,no,yes,yes,3,1,4,2,1,2,15,8.983995282420745,9.177453383381842,11.133771278783273
MS,F,16,U,GT3,A,2,2,services,at_home,reputation,mother,4,3,3,yes,yes,no,no,yes,yes,no,no,1,2,1,1,2,2,19,14.885687696070718,9.289096909222941,13.062233068670954
MS,M,20,U,LE3,A,0,2,health,teacher,course,other,4,2,3,no,no,no,no,yes,yes,yes,yes,1,2,1,3,1,1,29,11.587608690782961,14.829426767666643,14.76447145329161
GP,M,21,U,GT3,T,0,2,other,services,home,father,1,2,3,yes,yes,no,yes,yes,yes,no,yes,1,5,5,4,1,5,16,12.352871952224529,10.647338665562376,13.776944457023694
MS,F,16,R,LE3,A,1,0,health,teacher,course,other,1,4,2,yes,no,no,no,yes,no,yes,yes,4,4,2,1,2,5,4,16.470890675007894,12.77024178311859,20.0
MS,M,20,R,GT3,A,2,1,other,services,reputation,mother,3,2,1,yes,yes,yes,no,no,yes,yes,yes,2,3,4,3,3,2,25,8.511314051256598,14.229399796274505,12.355660929253867
MS,M,21,U,GT3,T,0,3,at_home,health,other,father,1,3,3,yes,no,yes,no,yes,yes,no,no,3,4,2,2,5,4,6,14.739107953938785,9.875768781162439,15.327202662534122
GP,M,16,U,LE3,A,3,3,other,health,course,mother,1,2,1,no,yes,yes,yes,no,yes,no,yes,5,2,2,3,1,4,16,13.156230530796144,9.934023387078511,12.202614421805741
MS,F,20,U,LE3,T,0,4,health,other,home,father,3,4,0,yes,no,yes,no,yes,yes,no,no,3,2,5,1,1,1,19,11.360728794199016,10.480843156510492,14.014814448422019
GP,F,16,R,LE3,T,3,2,at_home,health,other,other,2,3,1,no,no,yes,no,no,no,no,no,2,5,4,2,3,2,21,8.717593802388883,7.339328331156475,10.11942267916533
MS,F,16,U,GT3,T,1,2,teacher,other,course,father,3,1,2,yes,yes,no,no,no,no,no,yes,1,3,5,1,2,2,10,11.327044605328373,13.460030058207657,14.675485509481263
GP,M,21,R,LE3,A,0,2,services,teacher,course,other,3,3,2,no,yes,yes,no,yes,yes,no,yes,4,1,5,4,5,5,11,9.54494261374479,13.802606741170523,15.598938970342271
GP,M,16,U,GT3,T,4,3,health,health,other,mother,4,2,1,no,no,yes,no,yes,yes,yes,no,2,3,1,2,1,1,24,15.560561371514623,12.239066344334192,13.689699353239709
MS,F,16,U,LE3,T,1,4,health,teacher,other,father,3,1,2,no,no,no,yes,no,no,yes,yes,2,3,5,3,1,3,26,12.275274980266559,16.07903020950585,14.842159864121262
